genome_id	genome_name	antibiotic	resistant_phenotype	evidence	laboratory_typing_method	testing_standard
573.13706	Klebsiella pneumoniae KPN1843ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1551	Klebsiella pneumoniae strain 10356_5#87	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.14134	Klebsiella pneumoniae KPN414ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13268	Klebsiella pneumoniae KPN1301ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14331	Klebsiella pneumoniae KPN703ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13581	Klebsiella pneumoniae KPN1677ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14362	Klebsiella pneumoniae KPN740ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29883	Klebsiella pneumoniae strain Kpngiani7132580	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.15439	Klebsiella pneumoniae strain 10315_6#18	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.14209	Klebsiella pneumoniae KPN523ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.66919	Klebsiella pneumoniae KP_NORM_BLD_2013_92929	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.66936	Klebsiella pneumoniae KP_NORM_BLD_2015_116357	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.14017	Klebsiella pneumoniae KPN279ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.2898	Klebsiella pneumoniae subsp. pneumoniae MRSN752001	ciprofloxacin	Resistant	Laboratory Method		
573.26239	Klebsiella pneumoniae strain 5012STDY7626490	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.14125	Klebsiella pneumoniae KPN404ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13724	Klebsiella pneumoniae KPN1861ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.33411	Klebsiella pneumoniae strain PMK21e	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.1292	Klebsiella pneumoniae 3308	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29892	Klebsiella pneumoniae strain Kpngiani7132578	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.15438	Klebsiella pneumoniae strain 10315_6#19	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.13071	Klebsiella pneumoniae KPN1052ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.18542	Klebsiella pneumoniae strain AR_0087	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13661	Klebsiella pneumoniae KPN1767ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.46843	Klebsiella pneumoniae KP-17PI	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14032	Klebsiella pneumoniae KPN295ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.67387	Klebsiella pneumoniae 20200622_MGL_72	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI, EUCAST
573.1346	Klebsiella pneumoniae KPN1529ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14495	Klebsiella pneumoniae KPN923ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13478	Klebsiella pneumoniae KPN1549ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.6718	Klebsiella pneumoniae KP_NORM_URN_2015_114831	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.29923	Klebsiella pneumoniae strain Kpngiani7132629	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
1284799.4	Klebsiella pneumoniae DMC1316	ciprofloxacin	Resistant	Laboratory Method		
573.66875	Klebsiella pneumoniae KP_NORM_BLD_2010_72017	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.13362	Klebsiella pneumoniae KPN1420ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13136	Klebsiella pneumoniae KPN1135ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14324	Klebsiella pneumoniae KPN695ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.62716	Klebsiella pneumoniae MGL_124	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	
573.1733	Klebsiella pneumoniae strain KpVA-15	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
72407.497	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864848	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1438773.3	Klebsiella pneumoniae CHS 67	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.24293	Klebsiella pneumoniae strain 371	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13355	Klebsiella pneumoniae KPN1411ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.512	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864736	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13248	Klebsiella pneumoniae KPN126ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13533	Klebsiella pneumoniae KPN1612ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29882	Klebsiella pneumoniae strain Kpngiani7132587	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14415	Klebsiella pneumoniae KPN814ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.494	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864839	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14391	Klebsiella pneumoniae KPN778ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29924	Klebsiella pneumoniae strain Kpngiani7132614	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.26252	Klebsiella pneumoniae strain 5012STDY7626373	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.24428	Klebsiella pneumoniae strain MUGSI_66	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15606	Klebsiella pneumoniae strain INF061	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.12971	Klebsiella pneumoniae 3303	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.514	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864754	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13367	Klebsiella pneumoniae KPN1426ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13632	Klebsiella pneumoniae KPN172ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29933	Klebsiella pneumoniae strain Kpngiani7132625	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.12994	Klebsiella pneumoniae 3215	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.33418	Klebsiella pneumoniae strain PMK5b	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.24396	Klebsiella pneumoniae strain MUGSI_312	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1439	Klebsiella pneumoniae KPN777ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.46841	Klebsiella pneumoniae KP-15PI	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13593	Klebsiella pneumoniae KPN1690ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
1284825.3	Klebsiella pneumoniae VAKPC254	ciprofloxacin	Resistant	Laboratory Method		
573.14196	Klebsiella pneumoniae KPN507ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15374	Klebsiella pneumoniae strain INF163	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.62713	Klebsiella pneumoniae MGL_K_6	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	
573.1809	Klebsiella pneumoniae strain AR_0141	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24433	Klebsiella pneumoniae strain MUGSI_74	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.62701	Klebsiella pneumoniae 20200622_MGL_73	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	
573.13156	Klebsiella pneumoniae KPN1160ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24425	Klebsiella pneumoniae strain MUGSI_63	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.67414	Klebsiella pneumoniae MGL_K_2	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI, EUCAST
573.14436	Klebsiella pneumoniae KPN841ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.46075	Klebsiella pneumoniae KSB2_5A	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.25568	Klebsiella pneumoniae strain 24_GR_13	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15725	Klebsiella pneumoniae strain K1668	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.14353	Klebsiella pneumoniae KPN729ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13504	Klebsiella pneumoniae KPN1578ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.12977	Klebsiella pneumoniae 3377	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.67419	Klebsiella pneumoniae MGL_134	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI, EUCAST
573.12858	Klebsiella pneumoniae 3243	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15641	Klebsiella pneumoniae strain K1202	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.46835	Klebsiella pneumoniae KP-134LU	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14198	Klebsiella pneumoniae KPN509ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.5661	Klebsiella pneumoniae strain PB22	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13675	Klebsiella pneumoniae KPN1782ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14367	Klebsiella pneumoniae KPN747ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29901	Klebsiella pneumoniae strain Kpngiani7132605	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14524	Klebsiella pneumoniae KPN958ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.6715	Klebsiella pneumoniae KP_NORM_URN_2014_100377	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.13917	Klebsiella pneumoniae KPN2094ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13298	Klebsiella pneumoniae KPN1337ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.22564	Klebsiella pneumoniae strain SU1	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.14346	Klebsiella pneumoniae KPN720ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15468	Klebsiella pneumoniae strain 10315_6#59	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.46831	Klebsiella pneumoniae KP-106LU	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.24438	Klebsiella pneumoniae strain MUGSI_79	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13202	Klebsiella pneumoniae KPN1211ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14522	Klebsiella pneumoniae KPN956ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13529	Klebsiella pneumoniae KPN1609ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.66183	Klebsiella pneumoniae KP_NORM_BLD_2014_107242	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.14044	Klebsiella pneumoniae KPN309ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13616	Klebsiella pneumoniae KPN1713ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.29938	Klebsiella pneumoniae strain Kpngiani7132501	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.24429	Klebsiella pneumoniae strain MUGSI_67	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.583	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864800	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14375	Klebsiella pneumoniae KPN756ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
72407.551	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864780	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13388	Klebsiella pneumoniae KPN1447ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13977	Klebsiella pneumoniae KPN232ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13192	Klebsiella pneumoniae KPN1200ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13251	Klebsiella pneumoniae KPN1272ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.15488	Klebsiella pneumoniae strain 10315_6#79	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.24328	Klebsiella pneumoniae strain MUGSI_110	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.23207	Klebsiella pneumoniae strain KP_215	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	CLSI
573.571	Klebsiella pneumoniae strain W2-9-ERG2	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.26156	Klebsiella pneumoniae strain 5012STDY7312588	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	
573.13293	Klebsiella pneumoniae KPN1332ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24363	Klebsiella pneumoniae strain MUGSI_16	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13462	Klebsiella pneumoniae KPN1531ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13135	Klebsiella pneumoniae KPN1134ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.62731	Klebsiella pneumoniae MGL_K_2	ciprofloxacin	Resistant	Laboratory Method	Disk diffusion	
573.14212	Klebsiella pneumoniae KPN526ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.24451	Klebsiella pneumoniae strain MUGSI_94	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14213	Klebsiella pneumoniae KPN527ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.12932	Klebsiella pneumoniae 3393	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.66182	Klebsiella pneumoniae KP_NORM_BLD_2014_103973	ciprofloxacin	Resistant	Laboratory Method		EUCAST
72407.536	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864776	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.1431	Klebsiella pneumoniae KPN679ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14005	Klebsiella pneumoniae KPN267ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.18543	Klebsiella pneumoniae strain AR_0140	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.14189	Klebsiella pneumoniae KPN482ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13217	Klebsiella pneumoniae KPN1234ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.13561	Klebsiella pneumoniae KPN1652ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.46852	Klebsiella pneumoniae KP-23PI	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13684	Klebsiella pneumoniae KPN180ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
573.67142	Klebsiella pneumoniae KP_NORM_URN_2013_95439	ciprofloxacin	Resistant	Laboratory Method		EUCAST
573.1316	Klebsiella pneumoniae KPN1165ec	ciprofloxacin	Resistant	Laboratory Method	Broth dilution	CLSI
