genome_id	genome_name	antibiotic	resistant_phenotype	evidence	laboratory_typing_method	testing_standard
573.5818	Klebsiella pneumoniae strain PB497	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.24343	Klebsiella pneumoniae strain MUGSI_126	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14457	Klebsiella pneumoniae KPN875ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.67176	Klebsiella pneumoniae KP_NORM_URN_2015_111577	ceftazidime	Resistant	Laboratory Method		EUCAST
573.13801	Klebsiella pneumoniae KPN1953ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24445	Klebsiella pneumoniae strain MUGSI_86	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14404	Klebsiella pneumoniae KPN797ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.12887	Klebsiella pneumoniae 3314	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24405	Klebsiella pneumoniae strain MUGSI_35	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.1444	Klebsiella pneumoniae KPN848ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13607	Klebsiella pneumoniae KPN1704ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.12963	Klebsiella pneumoniae 31	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66342	Klebsiella pneumoniae 26994_6#164	ceftazidime	Resistant	Laboratory Method	MIC	
1438712.3	Klebsiella pneumoniae CHS 06	ceftazidime	Resistant	Laboratory Method	Broth dilution	
573.66543	Klebsiella pneumoniae 27261_8#89	ceftazidime	Resistant	Laboratory Method	MIC	
573.24447	Klebsiella pneumoniae strain MUGSI_88	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13391	Klebsiella pneumoniae KPN144ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66435	Klebsiella pneumoniae 27097_7#77	ceftazidime	Resistant	Laboratory Method	MIC	
573.33421	Klebsiella pneumoniae strain PMK7	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14264	Klebsiella pneumoniae KPN592ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.26266	Klebsiella pneumoniae strain 5012STDY7626385	ceftazidime	Resistant	Laboratory Method	Broth dilution	
573.66884	Klebsiella pneumoniae KP_NORM_BLD_2011_74841	ceftazidime	Resistant	Laboratory Method		EUCAST
573.13962	Klebsiella pneumoniae KPN2173ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13405	Klebsiella pneumoniae KPN1467ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.26278	Klebsiella pneumoniae strain 5012STDY7626397	ceftazidime	Resistant	Laboratory Method	Broth dilution	
573.66415	Klebsiella pneumoniae 26994_8#181	ceftazidime	Resistant	Laboratory Method	MIC	
573.13161	Klebsiella pneumoniae KPN1166ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.15716	Klebsiella pneumoniae strain K1257	ceftazidime	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.24435	Klebsiella pneumoniae strain MUGSI_76	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.12781	Klebsiella pneumoniae strain AR_0152	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13468	Klebsiella pneumoniae KPN1537ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13105	Klebsiella pneumoniae KPN1100ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
72407.488	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864846	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.138	Klebsiella pneumoniae KPN1952ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.5827	Klebsiella pneumoniae strain F1-9-ERG1	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13367	Klebsiella pneumoniae KPN1426ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14207	Klebsiella pneumoniae KPN521ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13783	Klebsiella pneumoniae KPN1931ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.15677	Klebsiella pneumoniae strain K725	ceftazidime	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.17908	Klebsiella pneumoniae strain AR_0066	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.67163	Klebsiella pneumoniae KP_NORM_URN_2014_99206	ceftazidime	Resistant	Laboratory Method		EUCAST
573.14546	Klebsiella pneumoniae KPN990ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66436	Klebsiella pneumoniae 27261_7#1	ceftazidime	Resistant	Laboratory Method	MIC	
573.23206	Klebsiella pneumoniae strain KP_241	ceftazidime	Resistant	Laboratory Method	Disk diffusion	CLSI
573.14092	Klebsiella pneumoniae KPN369ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24453	Klebsiella pneumoniae strain MUGSI_96	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.2429	Klebsiella pneumoniae strain 36	ceftazidime	Resistant	Laboratory Method	Disk diffusion	CLSI
573.13164	Klebsiella pneumoniae KPN1169ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24359	Klebsiella pneumoniae strain MUGSI_153	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14174	Klebsiella pneumoniae KPN463ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13419	Klebsiella pneumoniae KPN1481ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66348	Klebsiella pneumoniae 26994_6#168	ceftazidime	Resistant	Laboratory Method	MIC	
573.14466	Klebsiella pneumoniae KPN886ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.7025	Klebsiella pneumoniae strain AR_0010	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.18093	Klebsiella pneumoniae strain AR_0153	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.2439	Klebsiella pneumoniae strain MUGSI_307	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66917	Klebsiella pneumoniae KP_NORM_BLD_2013_92550	ceftazidime	Resistant	Laboratory Method		EUCAST
573.14148	Klebsiella pneumoniae KPN428ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.46074	Klebsiella pneumoniae INF093	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66204	Klebsiella pneumoniae KP_NORM_URN_2013_96219	ceftazidime	Resistant	Laboratory Method		EUCAST
573.14119	Klebsiella pneumoniae KPN397ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.5809	Klebsiella pneumoniae strain PB270	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.46863	Klebsiella pneumoniae KP-39LI	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66902	Klebsiella pneumoniae KP_NORM_BLD_2012_85462	ceftazidime	Resistant	Laboratory Method		EUCAST
573.13146	Klebsiella pneumoniae KPN1148ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13143	Klebsiella pneumoniae KPN1145ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13752	Klebsiella pneumoniae KPN1890ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24326	Klebsiella pneumoniae strain MUGSI_102	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24332	Klebsiella pneumoniae strain MUGSI_114	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66486	Klebsiella pneumoniae 27261_8#107	ceftazidime	Resistant	Laboratory Method	MIC	
1284800.4	Klebsiella pneumoniae UHKPC61	ceftazidime	Resistant	Laboratory Method		
573.13784	Klebsiella pneumoniae KPN1932ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66311	Klebsiella pneumoniae 26975_5#169	ceftazidime	Resistant	Laboratory Method	MIC	
573.46067	Klebsiella pneumoniae INF289	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14255	Klebsiella pneumoniae KPN581ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66196	Klebsiella pneumoniae KP_NORM_BLD_2009_61895	ceftazidime	Resistant	Laboratory Method		EUCAST
573.14363	Klebsiella pneumoniae KPN741ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.46858	Klebsiella pneumoniae KP-2LU	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14077	Klebsiella pneumoniae KPN350ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.1413	Klebsiella pneumoniae KPN409ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.1376	Klebsiella pneumoniae KPN1901ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24264	Klebsiella pneumoniae strain 212	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14032	Klebsiella pneumoniae KPN295ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14513	Klebsiella pneumoniae KPN945ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.46862	Klebsiella pneumoniae KP-38LI	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13023	Klebsiella pneumoniae 3235	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66337	Klebsiella pneumoniae 26994_6#122	ceftazidime	Resistant	Laboratory Method	MIC	
573.14105	Klebsiella pneumoniae KPN382ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13688	Klebsiella pneumoniae KPN181ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14499	Klebsiella pneumoniae KPN927ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.33407	Klebsiella pneumoniae strain PMK23	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14036	Klebsiella pneumoniae KPN301ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13014	Klebsiella pneumoniae 3284	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13342	Klebsiella pneumoniae KPN1397ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13442	Klebsiella pneumoniae KPN1508ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14421	Klebsiella pneumoniae KPN822ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13635	Klebsiella pneumoniae KPN1735ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.1727	Klebsiella pneumoniae strain KpVA-9	ceftazidime	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.66276	Klebsiella pneumoniae 26975_4#91	ceftazidime	Resistant	Laboratory Method	MIC	
573.13334	Klebsiella pneumoniae KPN1384ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13817	Klebsiella pneumoniae KPN1984ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24349	Klebsiella pneumoniae strain MUGSI_133	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.67133	Klebsiella pneumoniae KP_NORM_URN_2012_80681	ceftazidime	Resistant	Laboratory Method		EUCAST
573.13445	Klebsiella pneumoniae KPN1512ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66472	Klebsiella pneumoniae 27261_8#46	ceftazidime	Resistant	Laboratory Method	MIC	
573.13336	Klebsiella pneumoniae KPN1386ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
1438746.3	Klebsiella pneumoniae CHS 40	ceftazidime	Resistant	Laboratory Method	Broth dilution	
72407.495	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864747	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66461	Klebsiella pneumoniae 27261_8#18	ceftazidime	Resistant	Laboratory Method	MIC	
573.13257	Klebsiella pneumoniae KPN1278ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.5658	Klebsiella pneumoniae strain PB495	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.5766	Klebsiella pneumoniae strain 1_GR_13	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.12909	Klebsiella pneumoniae 3317	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13147	Klebsiella pneumoniae KPN1149ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.46835	Klebsiella pneumoniae KP-134LU	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.14296	Klebsiella pneumoniae KPN636ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.5646	Klebsiella pneumoniae strain 4_GR_12	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24303	Klebsiella pneumoniae strain 417	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.12958	Klebsiella pneumoniae 3270	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66226	Klebsiella pneumoniae 26968_5#117	ceftazidime	Resistant	Laboratory Method	MIC	
573.1731	Klebsiella pneumoniae strain KpVA-13	ceftazidime	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.66423	Klebsiella pneumoniae 27097_7#5	ceftazidime	Resistant	Laboratory Method	MIC	
573.1382	Klebsiella pneumoniae KPN1987ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
72407.566	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864886	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24357	Klebsiella pneumoniae strain MUGSI_149	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66908	Klebsiella pneumoniae KP_NORM_BLD_2012_86927	ceftazidime	Resistant	Laboratory Method		EUCAST
573.12772	Klebsiella pneumoniae strain AR_0113	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13569	Klebsiella pneumoniae KPN1663ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13745	Klebsiella pneumoniae KPN1881ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24334	Klebsiella pneumoniae strain MUGSI_116	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66272	Klebsiella pneumoniae 26968_6#187	ceftazidime	Resistant	Laboratory Method	MIC	
573.1399	Klebsiella pneumoniae KPN249ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14393	Klebsiella pneumoniae KPN781ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66309	Klebsiella pneumoniae 26975_5#141	ceftazidime	Resistant	Laboratory Method	MIC	
573.13035	Klebsiella pneumoniae KPN1005ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.1723	Klebsiella pneumoniae strain KpVA-5	ceftazidime	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.66371	Klebsiella pneumoniae 26994_7#120	ceftazidime	Resistant	Laboratory Method	MIC	
573.66457	Klebsiella pneumoniae 27261_7#163	ceftazidime	Resistant	Laboratory Method	MIC	
573.13411	Klebsiella pneumoniae KPN1473ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14209	Klebsiella pneumoniae KPN523ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
1284830.3	Klebsiella pneumoniae VAKPC276	ceftazidime	Resistant	Laboratory Method		
573.14215	Klebsiella pneumoniae KPN530ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13404	Klebsiella pneumoniae KPN1465ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14374	Klebsiella pneumoniae KPN755ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66887	Klebsiella pneumoniae KP_NORM_BLD_2011_74862	ceftazidime	Resistant	Laboratory Method		EUCAST
573.13053	Klebsiella pneumoniae KPN1030ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.24391	Klebsiella pneumoniae strain MUGSI_309	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.15644	Klebsiella pneumoniae strain K1119	ceftazidime	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.14035	Klebsiella pneumoniae KPN300ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14186	Klebsiella pneumoniae KPN479ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13992	Klebsiella pneumoniae KPN251ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
72407.582	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864801	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14276	Klebsiella pneumoniae KPN609ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14076	Klebsiella pneumoniae KPN348ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
1284831.3	Klebsiella pneumoniae VAKPC297	ceftazidime	Resistant	Laboratory Method		
573.66246	Klebsiella pneumoniae 26968_6#6	ceftazidime	Resistant	Laboratory Method	MIC	
573.66372	Klebsiella pneumoniae 26994_7#121	ceftazidime	Resistant	Laboratory Method	MIC	
573.26311	Klebsiella pneumoniae strain 5012STDY7626430	ceftazidime	Resistant	Laboratory Method	Broth dilution	
573.14385	Klebsiella pneumoniae KPN770ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13505	Klebsiella pneumoniae KPN157ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.15659	Klebsiella pneumoniae strain K967	ceftazidime	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.66939	Klebsiella pneumoniae KP_NORM_BLD_2015_114050	ceftazidime	Resistant	Laboratory Method		EUCAST
573.66532	Klebsiella pneumoniae 27322_4#113	ceftazidime	Resistant	Laboratory Method	MIC	
573.14097	Klebsiella pneumoniae KPN374ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66217	Klebsiella pneumoniae 26968_5#10	ceftazidime	Resistant	Laboratory Method	MIC	
573.66183	Klebsiella pneumoniae KP_NORM_BLD_2014_107242	ceftazidime	Resistant	Laboratory Method		EUCAST
573.14137	Klebsiella pneumoniae KPN417ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13441	Klebsiella pneumoniae KPN1507ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13673	Klebsiella pneumoniae KPN177ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
72407.592	Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864821	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13915	Klebsiella pneumoniae KPN2092ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13744	Klebsiella pneumoniae KPN1880ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
1438728.3	Klebsiella pneumoniae CHS 22	ceftazidime	Resistant	Laboratory Method	Broth dilution	
573.66263	Klebsiella pneumoniae 26968_6#116	ceftazidime	Resistant	Laboratory Method	MIC	
573.13725	Klebsiella pneumoniae KPN1862ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66938	Klebsiella pneumoniae KP_NORM_BLD_2015_115372	ceftazidime	Resistant	Laboratory Method		EUCAST
573.1419	Klebsiella pneumoniae KPN483ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13717	Klebsiella pneumoniae KPN1854ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13314	Klebsiella pneumoniae KPN1355ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66526	Klebsiella pneumoniae 27322_4#76	ceftazidime	Resistant	Laboratory Method	MIC	
573.46068	Klebsiella pneumoniae INF246	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14435	Klebsiella pneumoniae KPN840ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66943	Klebsiella pneumoniae KP_NORM_BLD_2015_116590	ceftazidime	Resistant	Laboratory Method		EUCAST
573.5676	Klebsiella pneumoniae strain W2-1-ERY5(G)	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.1729	Klebsiella pneumoniae strain KpVA-11	ceftazidime	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.13667	Klebsiella pneumoniae KPN1772ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.46839	Klebsiella pneumoniae KP-14442FI	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66252	Klebsiella pneumoniae 26968_6#38	ceftazidime	Resistant	Laboratory Method	MIC	
573.5767	Klebsiella pneumoniae strain 7_GR_13	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.15609	Klebsiella pneumoniae strain KSB1_5H	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13844	Klebsiella pneumoniae KPN2013ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66321	Klebsiella pneumoniae 26994_6#67	ceftazidime	Resistant	Laboratory Method	MIC	
573.13799	Klebsiella pneumoniae KPN1951ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
1284834.3	Klebsiella pneumoniae KP-11	ceftazidime	Resistant	Laboratory Method		
1438778.3	Klebsiella pneumoniae CHS 74	ceftazidime	Resistant	Laboratory Method	Broth dilution	
573.66447	Klebsiella pneumoniae 27261_7#93	ceftazidime	Resistant	Laboratory Method	MIC	
573.66389	Klebsiella pneumoniae 26994_8#28	ceftazidime	Resistant	Laboratory Method	MIC	
573.13349	Klebsiella pneumoniae KPN1405ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13265	Klebsiella pneumoniae KPN1286ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66331	Klebsiella pneumoniae 26994_6#102	ceftazidime	Resistant	Laboratory Method	MIC	
573.13501	Klebsiella pneumoniae KPN1573ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14543	Klebsiella pneumoniae KPN986ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.67145	Klebsiella pneumoniae KP_NORM_URN_2013_95819	ceftazidime	Resistant	Laboratory Method		EUCAST
573.33418	Klebsiella pneumoniae strain PMK5b	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.6641	Klebsiella pneumoniae 26994_8#157	ceftazidime	Resistant	Laboratory Method	MIC	
573.1434	Klebsiella pneumoniae KPN714ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13021	Klebsiella pneumoniae 3253	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.23211	Klebsiella pneumoniae strain KP_160	ceftazidime	Resistant	Laboratory Method	Disk diffusion	CLSI
1284822.3	Klebsiella pneumoniae UHKPC32	ceftazidime	Resistant	Laboratory Method		
573.14469	Klebsiella pneumoniae KPN890ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13727	Klebsiella pneumoniae KPN1864ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.14456	Klebsiella pneumoniae KPN874ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66885	Klebsiella pneumoniae KP_NORM_BLD_2011_74861	ceftazidime	Resistant	Laboratory Method		EUCAST
573.13176	Klebsiella pneumoniae KPN1184ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.5799	Klebsiella pneumoniae strain PB65	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.13979	Klebsiella pneumoniae KPN234ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13151	Klebsiella pneumoniae KPN1153ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.5678	Klebsiella pneumoniae strain PB28	ceftazidime	Resistant	Laboratory Method	Broth dilution	EUCAST
573.66476	Klebsiella pneumoniae 27261_8#61	ceftazidime	Resistant	Laboratory Method	MIC	
573.12913	Klebsiella pneumoniae 3318	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.15706	Klebsiella pneumoniae strain K884	ceftazidime	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.14345	Klebsiella pneumoniae KPN719ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.13623	Klebsiella pneumoniae KPN1720ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66254	Klebsiella pneumoniae 26968_6#62	ceftazidime	Resistant	Laboratory Method	MIC	
573.14114	Klebsiella pneumoniae KPN392ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.15705	Klebsiella pneumoniae strain K882	ceftazidime	Resistant	Laboratory Method	Disk diffusion	EUCAST
573.15618	Klebsiella pneumoniae strain KSB2_5A	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.66288	Klebsiella pneumoniae 26975_5#11	ceftazidime	Resistant	Laboratory Method	MIC	
573.66896	Klebsiella pneumoniae KP_NORM_BLD_2011_76233	ceftazidime	Resistant	Laboratory Method		EUCAST
573.14512	Klebsiella pneumoniae KPN944ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
573.143	Klebsiella pneumoniae KPN649ec	ceftazidime	Resistant	Laboratory Method	Broth dilution	CLSI
